prefix,value_label,value_label_split,value
dbpprop,chineseNameTraditional,"['chinese', 'Name', 'Traditional']",http://dbpedia.org/property/chineseNameTraditional
dbpprop,chineseStageName,"['chinese', 'Stage', 'Name']",http://dbpedia.org/property/chineseStageName
dbpprop,chlid,['chlid'],http://dbpedia.org/property/chlid
dbpprop,choice,['choice'],http://dbpedia.org/property/choice
dbpprop,choices,['choices'],http://dbpedia.org/property/choices
dbpprop,choircond,['choircond'],http://dbpedia.org/property/choircond
 , , ,http://dbpedia.org/property/choreographer/s
dbpprop,christmasSongs,"['christmas', 'Songs']",http://dbpedia.org/property/christmasSongs
dbpprop,christyRing,"['christy', 'Ring']",http://dbpedia.org/property/christyRing
dbpprop,chromosome(humans),"['chromosome', 'humans']",http://dbpedia.org/property/chromosome(humans)
dbpprop,chromosome(yeast),"['chromosome', 'yeast']",http://dbpedia.org/property/chromosome(yeast)
dbpprop,chronicles,['chronicles'],http://dbpedia.org/property/chronicles
dbpprop,chronlogy,['chronlogy'],http://dbpedia.org/property/chronlogy
dbpprop,chrtittle,['chrtittle'],http://dbpedia.org/property/chrtittle
dbpprop,chrttitle,['chrttitle'],http://dbpedia.org/property/chrttitle
dbpprop,cia,['cia'],http://dbpedia.org/property/cia
dbpprop,ciaEnd,"['cia', 'End']",http://dbpedia.org/property/ciaEnd
dbpprop,ciaStart,"['cia', 'Start']",http://dbpedia.org/property/ciaStart
dbpprop,cinematograph,['cinematograph'],http://dbpedia.org/property/cinematograph
dbpprop,cinematrography,['cinematrography'],http://dbpedia.org/property/cinematrography
dbpprop,cinemotography,['cinemotography'],http://dbpedia.org/property/cinemotography
dbpprop,cinemstography,['cinemstography'],http://dbpedia.org/property/cinemstography
dbpprop,cinrematography,['cinrematography'],http://dbpedia.org/property/cinrematography
dbpprop,circaDecommissoned,"['circa', 'Decommissoned']",http://dbpedia.org/property/circaDecommissoned
dbpprop,circle,['circle'],http://dbpedia.org/property/circle
dbpprop,circleCode,"['circle', 'Code']",http://dbpedia.org/property/circleCode
dbpprop,"circulation(h,u)",['circulation'],"http://dbpedia.org/property/circulation(h,u)"
dbpprop,circulationDistribute,"['circulation', 'Distribute']",http://dbpedia.org/property/circulationDistribute
dbpprop,circulationEditor,"['circulation', 'Editor']",http://dbpedia.org/property/circulationEditor
dbpprop,circumscription,['circumscription'],http://dbpedia.org/property/circumscription
dbpprop,cistrict,['cistrict'],http://dbpedia.org/property/cistrict
dbpprop,citationInOjeu,"['citation', 'In', 'Ojeu']",http://dbpedia.org/property/citationInOjeu
dbpprop,citazioneFamosa,"['citazione', 'Famosa']",http://dbpedia.org/property/citazioneFamosa
dbpprop,citeWeb,"['cite', 'Web']",http://dbpedia.org/property/citeWeb
dbpprop,cites,['cites'],http://dbpedia.org/property/cites
dbpprop,citiesAndTown,"['cities', 'And', 'Town']",http://dbpedia.org/property/citiesAndTown
dbpprop,citiesWorkedIn,"['cities', 'Worked', 'In']",http://dbpedia.org/property/citiesWorkedIn
dbpprop,citizenShip,"['citizen', 'Ship']",http://dbpedia.org/property/citizenShip
dbpprop,cittarbitro,['cittarbitro'],http://dbpedia.org/property/cittarbitro
dbpprop,città,['citt'],http://dbpedia.org/property/città
dbpprop,cittàlink,"['citt', 'link']",http://dbpedia.org/property/cittàlink
dbpprop,cityAreaCode,"['city', 'Area', 'Code']",http://dbpedia.org/property/cityAreaCode
dbpprop,cityClerk,"['city', 'Clerk']",http://dbpedia.org/property/cityClerk
dbpprop,cityCouncil,"['city', 'Council']",http://dbpedia.org/property/cityCouncil
dbpprop,cityFilmed,"['city', 'Filmed']",http://dbpedia.org/property/cityFilmed
dbpprop,cityImage,"['city', 'Image']",http://dbpedia.org/property/cityImage
dbpprop,cityReporter,"['city', 'Reporter']",http://dbpedia.org/property/cityReporter
dbpprop,cityartcile,['cityartcile'],http://dbpedia.org/property/cityartcile
dbpprop,citys,['citys'],http://dbpedia.org/property/citys
dbpprop,ciudad,['ciudad'],http://dbpedia.org/property/ciudad
dbpprop,civilContractor,"['civil', 'Contractor']",http://dbpedia.org/property/civilContractor
dbpprop,civilization,['civilization'],http://dbpedia.org/property/civilization
dbpprop,cjfl,['cjfl'],http://dbpedia.org/property/cjfl
dbpprop,claimToFame,"['claim', 'To', 'Fame']",http://dbpedia.org/property/claimToFame
dbpprop,clasification,['clasification'],http://dbpedia.org/property/clasification
dbpprop,clasis,['clasis'],http://dbpedia.org/property/clasis
dbpprop,class4Type,"['class', 'Type']",http://dbpedia.org/property/class4Type
dbpprop,classNumber,"['class', 'Number']",http://dbpedia.org/property/classNumber
dbpprop,classRange,"['class', 'Range']",http://dbpedia.org/property/classRange
dbpprop,classRooms,"['class', 'Rooms']",http://dbpedia.org/property/classRooms
dbpprop,classTypesOffered,"['class', 'Types', 'Offered']",http://dbpedia.org/property/classTypesOffered
dbpprop,classemblem,['classemblem'],http://dbpedia.org/property/classemblem
dbpprop,classificatioheWasASeaportN,"['classificatiohe', 'Was', 'A', 'Seaport', 'N']",http://dbpedia.org/property/classificatioheWasASeaportN
dbpprop,classificationColor,"['classification', 'Color']",http://dbpedia.org/property/classificationColor
dbpprop,classificationName,"['classification', 'Name']",http://dbpedia.org/property/classificationName
dbpprop,classificationNat,"['classification', 'Nat']",http://dbpedia.org/property/classificationNat
dbpprop,classificationTeam,"['classification', 'Team']",http://dbpedia.org/property/classificationTeam
dbpprop,classroom,['classroom'],http://dbpedia.org/property/classroom
dbpprop,classys,['classys'],http://dbpedia.org/property/classys
dbpprop,clclub,['clclub'],http://dbpedia.org/property/clclub
dbpprop,cleanup,['cleanup'],http://dbpedia.org/property/cleanup
dbpprop,climb,['climb'],http://dbpedia.org/property/climb
 , , ,http://dbpedia.org/property/climbRateFt/min
dbpprop,climbRateFtmn,"['climb', 'Rate', 'Ftmn']",http://dbpedia.org/property/climbRateFtmn
 , , ,http://dbpedia.org/property/climbRateM/s
dbpprop,clinicalEditor,"['clinical', 'Editor']",http://dbpedia.org/property/clinicalEditor
dbpprop,clockRoom,"['clock', 'Room']",http://dbpedia.org/property/clockRoom
dbpprop,closed.,['closed'],http://dbpedia.org/property/closed.
dbpprop,closes,['closes'],http://dbpedia.org/property/closes
dbpprop,closureUnder,"['closure', 'Under']",http://dbpedia.org/property/closureUnder
dbpprop,clothingLine,"['clothing', 'Line']",http://dbpedia.org/property/clothingLine
dbpprop,clq,['clq'],http://dbpedia.org/property/clq
dbpprop,club(s),['club'],http://dbpedia.org/property/club(s)
 , , ,http://dbpedia.org/property/club/province
dbpprop,club0update,"['club', 'update']",http://dbpedia.org/property/club0update
dbpprop,club2end,"['club', 'end']",http://dbpedia.org/property/club2end
dbpprop,club2start,"['club', 'start']",http://dbpedia.org/property/club2start
dbpprop,club4Appearances,"['club', 'Appearances']",http://dbpedia.org/property/club4Appearances
dbpprop,club5end,"['club', 'end']",http://dbpedia.org/property/club5end
dbpprop,club5start,"['club', 'start']",http://dbpedia.org/property/club5start
dbpprop,clubCoordinator,"['club', 'Coordinator']",http://dbpedia.org/property/clubCoordinator
dbpprop,clubIcon,"['club', 'Icon']",http://dbpedia.org/property/clubIcon
dbpprop,clubManager,"['club', 'Manager']",http://dbpedia.org/property/clubManager
dbpprop,clubMotto,"['club', 'Motto']",http://dbpedia.org/property/clubMotto
dbpprop,clubUpate,"['club', 'Upate']",http://dbpedia.org/property/clubUpate
dbpprop,clubWorldRanking,"['club', 'World', 'Ranking']",http://dbpedia.org/property/clubWorldRanking
dbpprop,clubcapps,['clubcapps'],http://dbpedia.org/property/clubcapps
dbpprop,clubchampions,['clubchampions'],http://dbpedia.org/property/clubchampions
dbpprop,clubeUpdate,"['clube', 'Update']",http://dbpedia.org/property/clubeUpdate
dbpprop,clubgnumber,['clubgnumber'],http://dbpedia.org/property/clubgnumber
dbpprop,clubhouseLocation,"['clubhouse', 'Location']",http://dbpedia.org/property/clubhouseLocation
dbpprop,clubink,['clubink'],http://dbpedia.org/property/clubink
dbpprop,clubnaam,['clubnaam'],http://dbpedia.org/property/clubnaam
dbpprop,cluboxieIf,"['cluboxie', 'If']",http://dbpedia.org/property/cluboxieIf
dbpprop,clubp,['clubp'],http://dbpedia.org/property/clubp
dbpprop,clubs10.,['clubs'],http://dbpedia.org/property/clubs10.
dbpprop,clubs1Loans,"['clubs', 'Loans']",http://dbpedia.org/property/clubs1Loans
dbpprop,clubs2.,['clubs'],http://dbpedia.org/property/clubs2.
dbpprop,clubs4.,['clubs'],http://dbpedia.org/property/clubs4.
dbpprop,clubs7%5C,"['clubs', 'C']",http://dbpedia.org/property/clubs7%5C
dbpprop,clubsAndExperiences,"['clubs', 'And', 'Experiences']",http://dbpedia.org/property/clubsAndExperiences
dbpprop,clubss,['clubss'],http://dbpedia.org/property/clubss
dbpprop,clubsyouth,['clubsyouth'],http://dbpedia.org/property/clubsyouth
dbpprop,clus,['clus'],http://dbpedia.org/property/clus
dbpprop,cmBk,"['cm', 'Bk']",http://dbpedia.org/property/cmBk
dbpprop,cmSp,"['cm', 'Sp']",http://dbpedia.org/property/cmSp
dbpprop,cmmiLevel,"['cmmi', 'Level']",http://dbpedia.org/property/cmmiLevel
dbpprop,cmosSensor,"['cmos', 'Sensor']",http://dbpedia.org/property/cmosSensor
dbpprop,cmpk,['cmpk'],http://dbpedia.org/property/cmpk
dbpprop,cmtn,['cmtn'],http://dbpedia.org/property/cmtn
dbpprop,cmtw,['cmtw'],http://dbpedia.org/property/cmtw
dbpprop,co.producer,"['co', 'producer']",http://dbpedia.org/property/co.producer
dbpprop,coAnchor,"['co', 'Anchor']",http://dbpedia.org/property/coAnchor
dbpprop,coCirricularActivities,"['co', 'Cirricular', 'Activities']",http://dbpedia.org/property/coCirricularActivities
dbpprop,coConsecratedBy,"['co', 'Consecrated', 'By']",http://dbpedia.org/property/coConsecratedBy
dbpprop,coDistributor,"['co', 'Distributor']",http://dbpedia.org/property/coDistributor
dbpprop,coEditorsInChief,"['co', 'Editors', 'In', 'Chief']",http://dbpedia.org/property/coEditorsInChief
dbpprop,coEducation,"['co', 'Education']",http://dbpedia.org/property/coEducation
dbpprop,coFounded,"['co', 'Founded']",http://dbpedia.org/property/coFounded
dbpprop,coFounderOf,"['co', 'Founder', 'Of']",http://dbpedia.org/property/coFounderOf
dbpprop,coFoundingPastor,"['co', 'Founding', 'Pastor']",http://dbpedia.org/property/coFoundingPastor
dbpprop,coHost,"['co', 'Host']",http://dbpedia.org/property/coHost
dbpprop,coOrdinatingProducer,"['co', 'Ordinating', 'Producer']",http://dbpedia.org/property/coOrdinatingProducer
dbpprop,coOrganizer,"['co', 'Organizer']",http://dbpedia.org/property/coOrganizer
dbpprop,coPastor,"['co', 'Pastor']",http://dbpedia.org/property/coPastor
dbpprop,coPrincipalConductors,"['co', 'Principal', 'Conductors']",http://dbpedia.org/property/coPrincipalConductors
dbpprop,coProduced,"['co', 'Produced']",http://dbpedia.org/property/coProduced
dbpprop,coPublisher,"['co', 'Publisher']",http://dbpedia.org/property/coPublisher
dbpprop,coach(es),"['coach', 'es']",http://dbpedia.org/property/coach(es)
dbpprop,coach(men),"['coach', 'men']",http://dbpedia.org/property/coach(men)
dbpprop,coachJunio,"['coach', 'Junio']",http://dbpedia.org/property/coachJunio
dbpprop,coachOfTheYear,"['coach', 'Of', 'The', 'Year']",http://dbpedia.org/property/coachOfTheYear
dbpprop,coachSenior,"['coach', 'Senior']",http://dbpedia.org/property/coachSenior
dbpprop,coachXv,"['coach', 'Xv']",http://dbpedia.org/property/coachXv
dbpprop,coachedTeams,"['coached', 'Teams']",http://dbpedia.org/property/coachedTeams
dbpprop,coachingAssistants,"['coaching', 'Assistants']",http://dbpedia.org/property/coachingAssistants
dbpprop,coachingYrs,"['coaching', 'Yrs']",http://dbpedia.org/property/coachingYrs
dbpprop,coachyear,['coachyear'],http://dbpedia.org/property/coachyear
dbpprop,cobg,['cobg'],http://dbpedia.org/property/cobg
dbpprop,codProvince,"['cod', 'Province']",http://dbpedia.org/property/codProvince
dbpprop,codc2year,"['codc', 'year']",http://dbpedia.org/property/codc2year
dbpprop,codcyear,['codcyear'],http://dbpedia.org/property/codcyear
dbpprop,codeDesa,"['code', 'Desa']",http://dbpedia.org/property/codeDesa
dbpprop,codeNote,"['code', 'Note']",http://dbpedia.org/property/codeNote
dbpprop,codeexpress,['codeexpress'],http://dbpedia.org/property/codeexpress
dbpprop,codef1Coach,"['codef', 'Coach']",http://dbpedia.org/property/codef1Coach
dbpprop,coe,['coe'],http://dbpedia.org/property/coe
dbpprop,coed,['coed'],http://dbpedia.org/property/coed
dbpprop,coeducational,['coeducational'],http://dbpedia.org/property/coeducational
dbpprop,coefBlason,"['coef', 'Blason']",http://dbpedia.org/property/coefBlason
dbpprop,cofounder,['cofounder'],http://dbpedia.org/property/cofounder
dbpprop,cohabitant,['cohabitant'],http://dbpedia.org/property/cohabitant
dbpprop,coils,['coils'],http://dbpedia.org/property/coils
dbpprop,coinsInCirculation,"['coins', 'In', 'Circulation']",http://dbpedia.org/property/coinsInCirculation
dbpprop,col3headerstyle,"['col', 'headerstyle']",http://dbpedia.org/property/col3headerstyle
dbpprop,col3style,"['col', 'style']",http://dbpedia.org/property/col3style
dbpprop,col4headerstyle,"['col', 'headerstyle']",http://dbpedia.org/property/col4headerstyle
dbpprop,col4style,"['col', 'style']",http://dbpedia.org/property/col4style
dbpprop,col5header,"['col', 'header']",http://dbpedia.org/property/col5header
dbpprop,col5headerstyle,"['col', 'headerstyle']",http://dbpedia.org/property/col5headerstyle
dbpprop,col5style,"['col', 'style']",http://dbpedia.org/property/col5style
dbpprop,col6header,"['col', 'header']",http://dbpedia.org/property/col6header
dbpprop,col6headerstyle,"['col', 'headerstyle']",http://dbpedia.org/property/col6headerstyle
dbpprop,col6style,"['col', 'style']",http://dbpedia.org/property/col6style
dbpprop,col7header,"['col', 'header']",http://dbpedia.org/property/col7header
dbpprop,col7headerstyle,"['col', 'headerstyle']",http://dbpedia.org/property/col7headerstyle
dbpprop,col7style,"['col', 'style']",http://dbpedia.org/property/col7style
dbpprop,col8header,"['col', 'header']",http://dbpedia.org/property/col8header
dbpprop,col8headerstyle,"['col', 'headerstyle']",http://dbpedia.org/property/col8headerstyle
dbpprop,col8style,"['col', 'style']",http://dbpedia.org/property/col8style
dbpprop,colWith,"['col', 'With']",http://dbpedia.org/property/colWith
dbpprop,coll,['coll'],http://dbpedia.org/property/coll
dbpprop,collages,['collages'],http://dbpedia.org/property/collages
dbpprop,collapsestate,['collapsestate'],http://dbpedia.org/property/collapsestate
dbpprop,colle,['colle'],http://dbpedia.org/property/colle
dbpprop,collectionSizeToEdit,"['collection', 'Size', 'To', 'Edit']",http://dbpedia.org/property/collectionSizeToEdit
dbpprop,collectives,['collectives'],http://dbpedia.org/property/collectives
dbpprop,collegeAdministrator,"['college', 'Administrator']",http://dbpedia.org/property/collegeAdministrator
dbpprop,collegeAppearances,"['college', 'Appearances']",http://dbpedia.org/property/collegeAppearances
dbpprop,collegeAttended,"['college', 'Attended']",http://dbpedia.org/property/collegeAttended
dbpprop,collegeClubs,"['college', 'Clubs']",http://dbpedia.org/property/collegeClubs
dbpprop,collegeCoach,"['college', 'Coach']",http://dbpedia.org/property/collegeCoach
dbpprop,collegeColor,"['college', 'Color']",http://dbpedia.org/property/collegeColor
dbpprop,collegeColors,"['college', 'Colors']",http://dbpedia.org/property/collegeColors
 , , ,http://dbpedia.org/property/collegeDean/registrar
dbpprop,collegePartners,"['college', 'Partners']",http://dbpedia.org/property/collegePartners
dbpprop,collegePrepPrincipal,"['college', 'Prep', 'Principal']",http://dbpedia.org/property/collegePrepPrincipal
dbpprop,collegeTeams,"['college', 'Teams']",http://dbpedia.org/property/collegeTeams
dbpprop,collegeTresurer,"['college', 'Tresurer']",http://dbpedia.org/property/collegeTresurer
dbpprop,collegeType,"['college', 'Type']",http://dbpedia.org/property/collegeType
dbpprop,collegeYears,"['college', 'Years']",http://dbpedia.org/property/collegeYears
dbpprop,collegeclubs,['collegeclubs'],http://dbpedia.org/property/collegeclubs
dbpprop,colloquialisms,['colloquialisms'],http://dbpedia.org/property/colloquialisms
dbpprop,colo,['colo'],http://dbpedia.org/property/colo
dbpprop,colonelOfTheBattalion,"['colonel', 'Of', 'The', 'Battalion']",http://dbpedia.org/property/colonelOfTheBattalion
dbpprop,colonnes,['colonnes'],http://dbpedia.org/property/colonnes
dbpprop,color1a,"['color', 'a']",http://dbpedia.org/property/color1a
dbpprop,color1b,"['color', 'b']",http://dbpedia.org/property/color1b
dbpprop,colorCommentary,"['color', 'Commentary']",http://dbpedia.org/property/colorCommentary
dbpprop,colorRow,"['color', 'Row']",http://dbpedia.org/property/colorRow
dbpprop,colorRow3a,"['color', 'Row', 'a']",http://dbpedia.org/property/colorRow3a
dbpprop,colorRowTop,"['color', 'Row', 'Top']",http://dbpedia.org/property/colorRowTop
dbpprop,colorbox,['colorbox'],http://dbpedia.org/property/colorbox
dbpprop,colorfondotitulo,['colorfondotitulo'],http://dbpedia.org/property/colorfondotitulo
dbpprop,colou,['colou'],http://dbpedia.org/property/colou
dbpprop,colour%7Bs%7D,"['colour', 'Bs', 'D']",http://dbpedia.org/property/colour%7Bs%7D
dbpprop,colourCode,"['colour', 'Code']",http://dbpedia.org/property/colourCode
dbpprop,colourProcess,"['colour', 'Process']",http://dbpedia.org/property/colourProcess
dbpprop,colume,['colume'],http://dbpedia.org/property/colume
dbpprop,columnList,"['column', 'List']",http://dbpedia.org/property/columnList
dbpprop,colunaExtra,"['coluna', 'Extra']",http://dbpedia.org/property/colunaExtra
dbpprop,colurs,['colurs'],http://dbpedia.org/property/colurs
dbpprop,combatUnits,"['combat', 'Units']",http://dbpedia.org/property/combatUnits
dbpprop,combativity,['combativity'],http://dbpedia.org/property/combativity
dbpprop,combativityColor,"['combativity', 'Color']",http://dbpedia.org/property/combativityColor
dbpprop,combativityNat,"['combativity', 'Nat']",http://dbpedia.org/property/combativityNat
dbpprop,combativityTeam,"['combativity', 'Team']",http://dbpedia.org/property/combativityTeam
dbpprop,combinationManager,"['combination', 'Manager']",http://dbpedia.org/property/combinationManager
dbpprop,combinedScore,"['combined', 'Score']",http://dbpedia.org/property/combinedScore
dbpprop,comentariu,['comentariu'],http://dbpedia.org/property/comentariu
 , , ,http://dbpedia.org/property/comicName/names
dbpprop,comicsName,"['comics', 'Name']",http://dbpedia.org/property/comicsName
dbpprop,comienzo,['comienzo'],http://dbpedia.org/property/comienzo
dbpprop,commanderGeneral,"['commander', 'General']",http://dbpedia.org/property/commanderGeneral
dbpprop,commanderInCharge,"['commander', 'In', 'Charge']",http://dbpedia.org/property/commanderInCharge
dbpprop,commanderOfTheRegiment,"['commander', 'Of', 'The', 'Regiment']",http://dbpedia.org/property/commanderOfTheRegiment
dbpprop,commencedOperation,"['commenced', 'Operation']",http://dbpedia.org/property/commencedOperation
dbpprop,commercialTaxRankingMyanmar,"['commercial', 'Tax', 'Ranking', 'Myanmar']",http://dbpedia.org/property/commercialTaxRankingMyanmar
dbpprop,commercialization,['commercialization'],http://dbpedia.org/property/commercialization
dbpprop,commercialyear,['commercialyear'],http://dbpedia.org/property/commercialyear
dbpprop,commissionName,"['commission', 'Name']",http://dbpedia.org/property/commissionName
dbpprop,commits,['commits'],http://dbpedia.org/property/commits
dbpprop,commnscat,['commnscat'],http://dbpedia.org/property/commnscat
dbpprop,commoms,['commoms'],http://dbpedia.org/property/commoms
dbpprop,commonsact,['commonsact'],http://dbpedia.org/property/commonsact
dbpprop,commonsdat,['commonsdat'],http://dbpedia.org/property/commonsdat
dbpprop,commonwealth,['commonwealth'],http://dbpedia.org/property/commonwealth
dbpprop,communication,['communication'],http://dbpedia.org/property/communication
dbpprop,communityCenterName,"['community', 'Center', 'Name']",http://dbpedia.org/property/communityCenterName
dbpprop,communityContributors,"['community', 'Contributors']",http://dbpedia.org/property/communityContributors
dbpprop,communityName,"['community', 'Name']",http://dbpedia.org/property/communityName
dbpprop,communityeditor,['communityeditor'],http://dbpedia.org/property/communityeditor
dbpprop,comp5Result,"['comp', 'Result']",http://dbpedia.org/property/comp5Result
dbpprop,companiestt,['companiestt'],http://dbpedia.org/property/companiestt
dbpprop,companyAuthor,"['company', 'Author']",http://dbpedia.org/property/companyAuthor
dbpprop,companyExecutives,"['company', 'Executives']",http://dbpedia.org/property/companyExecutives
dbpprop,companyFormation,"['company', 'Formation']",http://dbpedia.org/property/companyFormation
dbpprop,companyFoundation,"['company', 'Foundation']",http://dbpedia.org/property/companyFoundation
dbpprop,companyManagement,"['company', 'Management']",http://dbpedia.org/property/companyManagement
dbpprop,companyName...,"['company', 'Name']",http://dbpedia.org/property/companyName...
dbpprop,companyNameChi,"['company', 'Name', 'Chi']",http://dbpedia.org/property/companyNameChi
dbpprop,companyNameLang,"['company', 'Name', 'Lang']",http://dbpedia.org/property/companyNameLang
dbpprop,companyNameZhant,"['company', 'Name', 'Zhant']",http://dbpedia.org/property/companyNameZhant
dbpprop,companyNamesBigBum,"['company', 'Names', 'Big', 'Bum']",http://dbpedia.org/property/companyNamesBigBum
dbpprop,companyNickname,"['company', 'Nickname']",http://dbpedia.org/property/companyNickname
dbpprop,companyValues,"['company', 'Values']",http://dbpedia.org/property/companyValues
dbpprop,companydirector,['companydirector'],http://dbpedia.org/property/companydirector
dbpprop,compatibleNetwork,"['compatible', 'Network']",http://dbpedia.org/property/compatibleNetwork
dbpprop,compatibleNetworks,"['compatible', 'Networks']",http://dbpedia.org/property/compatibleNetworks
dbpprop,compatiblePhones,"['compatible', 'Phones']",http://dbpedia.org/property/compatiblePhones
dbpprop,competion,['competion'],http://dbpedia.org/property/competion
dbpprop,competition12winner,"['competition', 'winner']",http://dbpedia.org/property/competition12winner
dbpprop,competition7winner,"['competition', 'winner']",http://dbpedia.org/property/competition7winner
dbpprop,competition8winner,"['competition', 'winner']",http://dbpedia.org/property/competition8winner
dbpprop,competitiveMatches%5D%5DDate,"['competitive', 'Matches', 'D', 'Date']",http://dbpedia.org/property/competitiveMatches%5D%5DDate
dbpprop,competitiveMatches%5D%5DN,"['competitive', 'Matches', 'DN']",http://dbpedia.org/property/competitiveMatches%5D%5DN
dbpprop,compilatDe,"['compilat', 'De']",http://dbpedia.org/property/compilatDe
dbpprop,compilationAlbum,"['compilation', 'Album']",http://dbpedia.org/property/compilationAlbum
dbpprop,compilers,['compilers'],http://dbpedia.org/property/compilers
dbpprop,completeName,"['complete', 'Name']",http://dbpedia.org/property/completeName
dbpprop,completionData,"['completion', 'Data']",http://dbpedia.org/property/completionData
dbpprop,complianceDir,"['compliance', 'Dir']",http://dbpedia.org/property/complianceDir
dbpprop,compose,['compose'],http://dbpedia.org/property/compose
dbpprop,composedAndArranged,"['composed', 'And', 'Arranged']",http://dbpedia.org/property/composedAndArranged
dbpprop,composerCredits,"['composer', 'Credits']",http://dbpedia.org/property/composerCredits
dbpprop,composersCredits,"['composers', 'Credits']",http://dbpedia.org/property/composersCredits
dbpprop,compressionRation,"['compression', 'Ration']",http://dbpedia.org/property/compressionRation
dbpprop,compressorcap,['compressorcap'],http://dbpedia.org/property/compressorcap
dbpprop,comptroller,['comptroller'],http://dbpedia.org/property/comptroller
dbpprop,comptrollerEnd,"['comptroller', 'End']",http://dbpedia.org/property/comptrollerEnd
dbpprop,comptrollerStart,"['comptroller', 'Start']",http://dbpedia.org/property/comptrollerStart
dbpprop,compus,['compus'],http://dbpedia.org/property/compus
dbpprop,computers,['computers'],http://dbpedia.org/property/computers
dbpprop,conatact,['conatact'],http://dbpedia.org/property/conatact
dbpprop,concealedCarrySections,"['concealed', 'Carry', 'Sections']",http://dbpedia.org/property/concealedCarrySections
dbpprop,concealedCarrySynopsis,"['concealed', 'Carry', 'Synopsis']",http://dbpedia.org/property/concealedCarrySynopsis
dbpprop,conceivedBy,"['conceived', 'By']",http://dbpedia.org/property/conceivedBy
dbpprop,conceptAndIdea,"['concept', 'And', 'Idea']",http://dbpedia.org/property/conceptAndIdea
dbpprop,conceptStory,"['concept', 'Story']",http://dbpedia.org/property/conceptStory
dbpprop,conceptionDate,"['conception', 'Date']",http://dbpedia.org/property/conceptionDate
dbpprop,concreteContractor,"['concrete', 'Contractor']",http://dbpedia.org/property/concreteContractor
dbpprop,concreteSubcontractor,"['concrete', 'Subcontractor']",http://dbpedia.org/property/concreteSubcontractor
dbpprop,conditioncoach,['conditioncoach'],http://dbpedia.org/property/conditioncoach
dbpprop,conditioningCoach,"['conditioning', 'Coach']",http://dbpedia.org/property/conditioningCoach
dbpprop,conductedBy,"['conducted', 'By']",http://dbpedia.org/property/conductedBy
dbpprop,conductorLaureate,"['conductor', 'Laureate']",http://dbpedia.org/property/conductorLaureate
dbpprop,confChampResult,"['conf', 'Champ', 'Result']",http://dbpedia.org/property/confChampResult
dbpprop,confTiesForfeited,"['conf', 'Ties', 'Forfeited']",http://dbpedia.org/property/confTiesForfeited
dbpprop,confVacatedWins,"['conf', 'Vacated', 'Wins']",http://dbpedia.org/property/confVacatedWins
dbpprop,confederationCup,"['confederation', 'Cup']",http://dbpedia.org/property/confederationCup
dbpprop,confedration,['confedration'],http://dbpedia.org/property/confedration
dbpprop,conferenceBishop,"['conference', 'Bishop']",http://dbpedia.org/property/conferenceBishop
dbpprop,conferenceSite,"['conference', 'Site']",http://dbpedia.org/property/conferenceSite
dbpprop,conferencefinish,['conferencefinish'],http://dbpedia.org/property/conferencefinish
dbpprop,confernece,['confernece'],http://dbpedia.org/property/confernece
dbpprop,confinedSpace,"['confined', 'Space']",http://dbpedia.org/property/confinedSpace
dbpprop,conflict.,['conflict'],http://dbpedia.org/property/conflict.
dbpprop,conflisct,['conflisct'],http://dbpedia.org/property/conflisct
dbpprop,confoverall,['confoverall'],http://dbpedia.org/property/confoverall
dbpprop,congregationalDevelopment,"['congregational', 'Development']",http://dbpedia.org/property/congregationalDevelopment
dbpprop,conifaRank,"['conifa', 'Rank']",http://dbpedia.org/property/conifaRank
dbpprop,conjoint,['conjoint'],http://dbpedia.org/property/conjoint
dbpprop,conjuge,['conjuge'],http://dbpedia.org/property/conjuge
dbpprop,connachtlink,['connachtlink'],http://dbpedia.org/property/connachtlink
dbpprop,connecting,['connecting'],http://dbpedia.org/property/connecting
dbpprop,connector,['connector'],http://dbpedia.org/property/connector
dbpprop,conrector,['conrector'],http://dbpedia.org/property/conrector
dbpprop,consecration(catholic),"['consecration', 'catholic']",http://dbpedia.org/property/consecration(catholic)
dbpprop,conservationStatus,"['conservation', 'Status']",http://dbpedia.org/property/conservationStatus
dbpprop,consolSeed,"['consol', 'Seed']",http://dbpedia.org/property/consolSeed
dbpprop,consolTeam,"['consol', 'Team']",http://dbpedia.org/property/consolTeam
dbpprop,consolidatedFinancialStatement,"['consolidated', 'Financial', 'Statement']",http://dbpedia.org/property/consolidatedFinancialStatement
dbpprop,constel,['constel'],http://dbpedia.org/property/constel
dbpprop,constiteuncy,['constiteuncy'],http://dbpedia.org/property/constiteuncy
dbpprop,constituencyEu,"['constituency', 'Eu']",http://dbpedia.org/property/constituencyEu
dbpprop,constituencyMlc,"['constituency', 'Mlc']",http://dbpedia.org/property/constituencyMlc
dbpprop,constituent,['constituent'],http://dbpedia.org/property/constituent
dbpprop,constituentAtolls,"['constituent', 'Atolls']",http://dbpedia.org/property/constituentAtolls
dbpprop,constitutionSections,"['constitution', 'Sections']",http://dbpedia.org/property/constitutionSections
dbpprop,constitutionSynopsis,"['constitution', 'Synopsis']",http://dbpedia.org/property/constitutionSynopsis
dbpprop,constrCost,"['constr', 'Cost']",http://dbpedia.org/property/constrCost
dbpprop,constructionBegin,"['construction', 'Begin']",http://dbpedia.org/property/constructionBegin
